Timestep,BLTI,BRTI,C7,CHIN,CLAV,FBBT,FLTI,FRBT,FRTI,LAKI,LANK,LBAC,LBHD,LBWT,LELB,LELS,LELSO,LFBB,LFBT,LFFB,LFFT,LFHD,LFIN,LFLB,LFLT,LFMB,LFMT,LFPI,LFRM,LFWT,LHAP,LHBA,LHEB,LHEE,LHFR,LHME,LHPI,LHTH,LHTO,LKNE,LKNI,LMT5,LSCA,LSHN,LSHO,LTIA,LTIB,LTIC,LTOE,LTOP,LTOS,LUMB,LUMC,LWRA,LWRB,NOSE,RAKI,RANK,RBAC,RBHD,RBWT,RELB,RELS,RELSO,RFBB,RFBT,RFFB,RFFT,RFHD,RFIN,RFLB,RFLT,RFMB,RFMT,RFPI,RFRM,RFWT,RHAP,RHBA,RHEB,RHEE,RHFR,RHME,RHPI,RHTH,RHTO,RIBL,RIBR,RITL,RITR,RKNE,RKNI,RMT5,RSCA,RSHN,RSHO,RTIA,RTIB,RTIC,RTOE,RTOP,RTOS,RWRA,RWRB,THD
19,0.0497318,0.0232252,0.0399424,0.0160456,0.016249,0.055821,0.0402368,0.0184348,0.0213835,0.0710679,0.0652521,0.0191664,0.015731,0.0171009,0.0147832,0.0178586,0.0253624,0.0103807,0.0137364,0.011887,0.0223292,0.0171971,0.0260379,0.0123367,0.0157543,0.00997657,0.0215468,0.0754789,0.0226094,0.0211465,0.0165057,0.0214694,0.0884241,0.0845095,0.0177268,0.0267609,0.0302687,0.0203498,0.0218093,0.0183796,0.00940167,0.0804382,0.0235421,0.0253708,0.0299165,0.0221819,0.0439748,0.0624204,0.0838208,0.0797594,0.084059,0.0100705,0.0117591,0.0302611,0.0222399,0.0180478,0.0107264,0.0233793,0.0172283,0.0133883,0.0116528,0.029944,0.0144725,0.0126358,0.0233283,0.0172652,0.0297897,0.0225782,0.0151645,0.0187437,0.0306804,0.0297351,0.0180292,0.0150956,0.00807881,0.014969,0.0201258,0.0154247,0.015243,0.0221365,0.0226921,0.0143775,0.0111852,0.00955787,0.0103039,0.0144319,0.0199584,0.0113951,0.0229756,0.0245791,0.0281904,0.0294682,0.00787203,0.014646,0.0234226,0.0265106,0.0256712,0.0209647,0.0175298,0.00427856,0.0132764,0.0174772,0.00822749,0.00930595,0.0164059
20,0.0382043,0.0290717,0.0371594,0.0123193,0.0123835,0.0419024,0.0309775,0.0237509,0.0273759,0.0533478,0.0477868,0.0162002,0.0123067,0.0148294,0.0125747,0.0160731,0.0231872,0.0103026,0.0133725,0.0109789,0.0224979,0.0141567,0.0268104,0.0114317,0.0154756,0.0106817,0.0213503,0.0533607,0.0215357,0.0208263,0.0144526,0.0190724,0.0670191,0.0646755,0.0157225,0.0293145,0.0311046,0.021441,0.0191508,0.0150759,0.00697631,0.0583627,0.020077,0.0201401,0.0297791,0.0172022,0.0330299,0.0471735,0.0605864,0.0584375,0.062255,0.00962128,0.0125019,0.030904,0.0223311,0.0150287,0.0162225,0.027518,0.0147235,0.0100005,0.00915506,0.0308062,0.0145695,0.0119251,0.0276915,0.0168102,0.0363707,0.024226,0.0126071,0.0202392,0.0362321,0.031874,0.0221905,0.0150062,0.0121078,0.0154803,0.0194533,0.0136087,0.0141534,0.0259845,0.0267866,0.0131021,0.0150254,0.0101679,0.0133527,0.0130261,0.0166416,0.0105242,0.0217638,0.0236301,0.0357747,0.0365013,0.0125019,0.0112292,0.0296188,0.0265192,0.0324234,0.0269306,0.022741,0.00910064,0.0165767,0.0217127,0.00894878,0.0127329,0.0141949
21,0.0293,0.0344256,0.0330952,0.00759731,0.00727635,0.0318087,0.0252645,0.0299785,0.03343,0.0395542,0.0331229,0.0123137,0.00969108,0.011565,0.00903824,0.0127708,0.0194649,0.0105419,0.0106902,0.01205,0.0198423,0.00996543,0.0259774,0.0122316,0.014599,0.010449,0.0179396,0.0357083,0.0186427,0.0193348,0.0111239,0.0152064,0.0487228,0.0475424,0.0122448,0.0295337,0.0299026,0.0204903,0.0150615,0.0158166,0.00512532,0.0406298,0.0160891,0.0172186,0.0290293,0.0162143,0.0259954,0.0357015,0.0415937,0.0412613,0.044808,0.0114707,0.0155945,0.0294326,0.0204766,0.0105254,0.0229356,0.033323,0.0118686,0.00690284,0.00630702,0.0317649,0.0154159,0.0122575,0.0298333,0.0141397,0.0402107,0.0233404,0.0087253,0.0217625,0.0390298,0.0310614,0.0239428,0.0127614,0.0168424,0.0166023,0.0170186,0.0121846,0.0136297,0.0263035,0.0284914,0.0126016,0.0189969,0.0114988,0.0170397,0.0123721,0.0114436,0.00934788,0.0195892,0.0219688,0.0410613,0.0417305,0.0172039,0.00668464,0.0355762,0.0264618,0.0378437,0.0331621,0.0289329,0.014876,0.0184547,0.0246301,0.0112505,0.0168278,0.0112384
22,0.0231052,0.0415071,0.0269054,0.00408806,0.00186455,0.0250515,0.0223248,0.0399887,0.0410721,0.0295662,0.0216854,0.00795912,0.0100422,0.0102514,0.00401004,0.00780682,0.0127175,0.0135038,0.00937015,0.0156792,0.0163958,0.00468952,0.0204249,0.0159188,0.0158373,0.0120354,0.0130186,0.0232224,0.0116452,0.0185986,0.00734016,0.00893474,0.0342556,0.033804,0.00715207,0.0239022,0.0231863,0.0148377,0.00832778,0.0198228,0.00719866,0.027599,0.0116613,0.0168729,0.0287341,0.0181376,0.0221572,0.0275545,0.0273848,0.0286253,0.0318839,0.0171271,0.0218159,0.0234248,0.014075,0.00402497,0.035764,0.0444564,0.0103132,0.00732714,0.00901692,0.0330177,0.0180126,0.0148451,0.0302987,0.0101156,0.0417736,0.0205349,0.0043306,0.0234944,0.0394333,0.0277621,0.0239189,0.00918745,0.0322132,0.0188383,0.0140203,0.0132166,0.0150075,0.0320009,0.0345458,0.0145519,0.0227433,0.0137501,0.0212768,0.0140939,0.00612932,0.0102853,0.0176734,0.0207118,0.0445121,0.0454666,0.0321956,0.003251,0.0427261,0.0273542,0.0426961,0.0412259,0.0394603,0.0317256,0.0302075,0.0358157,0.0150338,0.0214446,0.00836582
23,0.0181924,0.0516708,0.0209286,0.0109397,0.0091388,0.0193541,0.0196057,0.0550393,0.0503045,0.0217893,0.0130187,0.00877946,0.0137329,0.0138958,0.010598,0.00968823,0.00753948,0.0166423,0.0117041,0.0187333,0.0141497,0.00593902,0.0117788,0.019222,0.0184769,0.014347,0.0093695,0.0144036,0.00485464,0.0197302,0.00976681,0.00726668,0.0229812,0.0230065,0.00837441,0.0129858,0.00955704,0.00726853,0.00597222,0.0231536,0.0099039,0.0175513,0.0103829,0.0168508,0.0297105,0.0194514,0.0188363,0.0206391,0.0165565,0.018885,0.021706,0.0244189,0.0292226,0.0139549,0.00793676,0.00564629,0.0573051,0.0638484,0.0128735,0.0119115,0.0160931,0.0330857,0.0210006,0.0181837,0.0283324,0.00714338,0.039874,0.0163006,0.00769372,0.0234092,0.0362034,0.022031,0.0218211,0.00658467,0.0601977,0.0205909,0.0126032,0.0165049,0.0175756,0.0537934,0.0535664,0.0177479,0.0245234,0.0149963,0.0239346,0.0171454,0.00946307,0.0140489,0.0183241,0.0211022,0.0444833,0.0466194,0.0598711,0.00995561,0.0506476,0.028887,0.0458555,0.0509964,0.0561981,0.0611373,0.056167,0.061282,0.0180821,0.0247197,0.00840594
24,0.0110731,0.0605777,0.0178976,0.0178168,0.0155852,0.0111488,0.013429,0.0691509,0.0546666,0.0139758,0.00593545,0.0115334,0.0178267,0.0177626,0.0186362,0.0151309,0.0105371,0.0157136,0.0130981,0.0173916,0.0124438,0.0112835,0.0148912,0.0180229,0.0186765,0.0135174,0.00786876,0.00770654,0.011569,0.0205502,0.0137338,0.0118243,0.0114646,0.0114182,0.0130493,0.0145727,0.0040728,0.013369,0.0108384,0.0221568,0.00869562,0.00669731,0.011324,0.0135227,0.029705,0.0163682,0.0124685,0.0113203,0.0048203,0.00859841,0.0108372,0.0294727,0.0343723,0.0111994,0.0154138,0.0122589,0.0818662,0.0865972,0.0153398,0.0167689,0.0220061,0.0292116,0.0212917,0.0188975,0.0187608,0.00638048,0.0284269,0.0117889,0.0138216,0.0194469,0.0235634,0.0125086,0.0126576,0.00979397,0.0924051,0.0190916,0.0133947,0.0182711,0.0181455,0.0852323,0.0811984,0.0185149,0.0220961,0.013389,0.0222613,0.0179502,0.0146611,0.0170435,0.0196387,0.0214275,0.0341774,0.0383997,0.0919589,0.0161758,0.0533466,0.0286894,0.0399076,0.0558309,0.0732754,0.0950165,0.0872775,0.0928755,0.0175184,0.0241203,0.0118911
25,0.00431126,0.0685708,0.0183955,0.021345,0.0191874,0.00246454,0.00555762,0.0794121,0.0534189,0.0125283,0.0115765,0.0130754,0.0213315,0.0190573,0.023438,0.0181983,0.01358,0.0119618,0.012253,0.0131213,0.0104751,0.0148456,0.0216604,0.0137165,0.0162712,0.0102094,0.00724023,0.0125912,0.0167281,0.020359,0.0159059,0.0151714,0.00632131,0.00362877,0.0156284,0.0213937,0.0119332,0.0198261,0.0143395,0.018379,0.00642529,0.007688,0.0128117,0.00832992,0.0294481,0.0105643,0.00468427,0.0018423,0.00869922,0.00591366,0.00935134,0.0312188,0.0361169,0.0139945,0.0216533,0.015898,0.103158,0.108155,0.0161766,0.0206796,0.024713,0.0229318,0.0198654,0.0181722,0.00793146,0.00909658,0.0138229,0.0138318,0.0177466,0.0151671,0.00542314,0.00502653,0.00540013,0.0159263,0.120939,0.0166413,0.0136562,0.0181595,0.0173895,0.116139,0.109328,0.0171651,0.0200273,0.0136886,0.019321,0.0169045,0.017527,0.0171243,0.0205123,0.0212976,0.0182938,0.0218828,0.119945,0.0204034,0.0528043,0.0273196,0.0256107,0.0548852,0.0865752,0.124228,0.115506,0.120454,0.0165796,0.0226059,0.0158004
26,0.00740385,0.0759543,0.0200112,0.0220652,0.0202192,0.00541069,0.00523595,0.0850058,0.0510155,0.0172168,0.0161357,0.0126035,0.0229308,0.0179752,0.0245318,0.0176854,0.0131559,0.0106186,0.011461,0.0110326,0.00902318,0.01536,0.0229683,0.0113953,0.0136516,0.00932665,0.00769832,0.016086,0.0169901,0.0182945,0.0154147,0.0154716,0.0121164,0.00956157,0.0151055,0.0219602,0.0129723,0.0203034,0.014824,0.0177923,0.00887148,0.0125308,0.0128956,0.00769786,0.0278378,0.0084581,0.0043323,0.00628116,0.0140779,0.0097703,0.0139422,0.0300618,0.0349412,0.0133996,0.0220021,0.0162068,0.116789,0.123161,0.0151445,0.0223154,0.0250709,0.0174425,0.018717,0.0181467,0.0190567,0.013391,0.0195008,0.0193278,0.0184689,0.014401,0.0161078,0.0100162,0.020227,0.0209002,0.137365,0.0160826,0.0126452,0.0169747,0.0165957,0.136901,0.129199,0.0156418,0.0212799,0.016679,0.019026,0.015669,0.0177117,0.0147607,0.019676,0.0201614,0.0185014,0.0116797,0.135762,0.0222609,0.0533665,0.0251059,0.0136845,0.052124,0.0941351,0.140387,0.132506,0.135715,0.0180005,0.0230384,0.0167339
27,0.00970613,0.0727289,0.0205235,0.0195861,0.018517,0.00699881,0.00669794,0.0770319,0.0442253,0.01928,0.0161945,0.010951,0.02256,0.015635,0.0235709,0.0151574,0.0109748,0.01003,0.0106023,0.00932742,0.0084457,0.0125138,0.021067,0.0097423,0.0114391,0.00900275,0.00829128,0.0151111,0.0149452,0.0154516,0.0129849,0.0140338,0.0141723,0.0114366,0.0125211,0.0204291,0.0113254,0.0180776,0.0133065,0.0177689,0.0110608,0.0124419,0.0116697,0.00866634,0.0257614,0.00750198,0.00556356,0.00802677,0.0143407,0.00943453,0.0142481,0.0268329,0.0317254,0.011106,0.0202462,0.0125473,0.110458,0.116989,0.0123869,0.0213102,0.0240403,0.0121292,0.016319,0.017085,0.0309061,0.0163487,0.0322664,0.0238739,0.015189,0.0133293,0.0299246,0.0156429,0.0320439,0.0236694,0.125663,0.0145196,0.0114152,0.0139499,0.0144641,0.130065,0.123733,0.0127962,0.0200577,0.0174392,0.0171016,0.0130837,0.0159658,0.010263,0.0167045,0.0176026,0.0310881,0.0207038,0.124063,0.0215401,0.0497458,0.0218978,0.0176178,0.0443001,0.0858234,0.127957,0.12233,0.123398,0.0175742,0.0216349,0.0142225
28,0.0102101,0.058391,0.0222507,0.0171765,0.0168985,0.00767285,0.00738181,0.0563947,0.0350974,0.0197009,0.0159167,0.00931117,0.0216,0.0130553,0.0219968,0.0121025,0.00815636,0.00848407,0.00889624,0.00681436,0.00780579,0.00942222,0.0185033,0.00704262,0.00845061,0.00782241,0.00821295,0.014007,0.0121356,0.0121006,0.0104718,0.0122825,0.0138617,0.0111456,0.00953378,0.0187096,0.00928231,0.0152638,0.0112747,0.0161055,0.012969,0.0117534,0.0101488,0.00784788,0.0237342,0.00567342,0.00602361,0.00880823,0.0141501,0.00854353,0.01346,0.0227126,0.0275563,0.00847436,0.0178368,0.00920181,0.0853267,0.0896279,0.0100216,0.0200281,0.0229483,0.00687012,0.0143563,0.0171909,0.0386979,0.0179606,0.0423956,0.0269648,0.0121735,0.0128714,0.0394308,0.0198547,0.0398167,0.0246718,0.0879846,0.0136818,0.0114631,0.0112188,0.0132415,0.0970524,0.0937012,0.0108653,0.0173856,0.018126,0.0142888,0.011702,0.013256,0.00716297,0.0139951,0.0161959,0.0424157,0.0321304,0.0871126,0.0212802,0.0424903,0.0194007,0.0304313,0.0339913,0.0622706,0.0896347,0.0869785,0.0853926,0.0172181,0.019749,0.0121502
29,0.00934215,0.0413478,0.0284563,0.0194855,0.0187903,0.00783543,0.00794763,0.0350023,0.0328123,0.0186476,0.015824,0.00947095,0.0203518,0.0110555,0.0204867,0.00958399,0.00552827,0.00743144,0.00682271,0.0062881,0.00747743,0.00947422,0.0168209,0.00588141,0.00575796,0.00703125,0.00777653,0.0133258,0.00911237,0.00843552,0.0107133,0.011437,0.0111849,0.00873782,0.00813927,0.0169517,0.00766212,0.0126443,0.00989488,0.0139522,0.0150876,0.0109307,0.0103356,0.00631311,0.0212124,0.00543535,0.00642305,0.00897403,0.0138977,0.0074129,0.0118872,0.0185554,0.0230086,0.0052554,0.0147799,0.0127089,0.054294,0.0515967,0.0114719,0.0204861,0.0226412,0.00324817,0.015643,0.021037,0.0416276,0.0182832,0.0479658,0.0280811,0.0153209,0.0166686,0.0440335,0.0226513,0.0427687,0.0238794,0.0379348,0.0167559,0.0130045,0.0124171,0.016174,0.0526932,0.0525783,0.0134688,0.0171101,0.0221878,0.0142374,0.0151475,0.0100422,0.0101148,0.0144863,0.0185738,0.0492493,0.0394661,0.0393864,0.0248448,0.0377816,0.0194381,0.0416682,0.0317122,0.035527,0.0409009,0.040991,0.0354616,0.0204046,0.0204823,0.0119832
30,0.00772479,0.0407356,0.0371821,0.0259031,0.0243308,0.0070429,0.00766866,0.0414218,0.0430453,0.0166054,0.0149448,0.0136244,0.0225631,0.0105941,0.0205903,0.00999263,0.00709185,0.00744788,0.00562435,0.0078529,0.00858125,0.0161693,0.0182343,0.00734503,0.0063281,0.00716005,0.00800049,0.0115744,0.008451,0.00627089,0.0153923,0.0136831,0.00720519,0.00504396,0.0112818,0.0144934,0.00826412,0.0119675,0.0122096,0.0130992,0.0160722,0.0089189,0.0155945,0.00578831,0.0208211,0.00643574,0.00621241,0.00806735,0.0125067,0.00538895,0.00873367,0.0160385,0.0193483,0.00118301,0.0120274,0.0212263,0.0504174,0.0376051,0.016916,0.025411,0.0231074,0.0101045,0.0209182,0.0278486,0.0406674,0.0179073,0.0492063,0.0274919,0.0239865,0.023991,0.044585,0.0241477,0.041657,0.0219238,0.0382238,0.0237159,0.0148767,0.0180955,0.0226352,0.046759,0.0448771,0.0199464,0.0228786,0.0301554,0.0195218,0.0221308,0.00804885,0.015641,0.0192179,0.024449,0.0516974,0.042428,0.0409628,0.0313494,0.0424365,0.0235767,0.0494615,0.0431462,0.0409593,0.0433249,0.0422758,0.0393573,0.0275988,0.025801,0.0183682
31,0.00717801,0.0599585,0.0439225,0.030756,0.0286722,0.00724962,0.00801798,0.068892,0.0589097,0.014791,0.0155894,0.0175251,0.0254013,0.01054,0.0212928,0.0115495,0.00973658,0.00819506,0.00553245,0.00954196,0.00970208,0.0218908,0.022559,0.00950308,0.00866062,0.00723505,0.00814951,0.0110988,0.010083,0.00641758,0.0198762,0.0162697,0.00366866,0.00315283,0.0146694,0.0155794,0.0116939,0.0149554,0.0151406,0.0122503,0.0167186,0.00812394,0.0205387,0.00652672,0.0230103,0.00813686,0.00686094,0.00818837,0.0121285,0.00472686,0.00689238,0.0148121,0.0165395,0.00404051,0.0125646,0.027588,0.0804253,0.0709369,0.0209973,0.0298066,0.0228957,0.0161311,0.0252873,0.0326477,0.037563,0.016555,0.0479622,0.0256027,0.0305235,0.0296564,0.0429894,0.0243261,0.0379692,0.0189482,0.0892777,0.0292526,0.0152344,0.0226315,0.02719,0.0905959,0.0848572,0.0248697,0.0296413,0.0370795,0.0249968,0.0269638,0.0075188,0.0192128,0.0238214,0.0295932,0.0514546,0.0423292,0.0893862,0.0356958,0.0550504,0.0279837,0.0545924,0.0599797,0.0725606,0.0922907,0.0904735,0.0894752,0.0338587,0.0310821,0.0243214
32,0.0088818,0.0769449,0.0477263,0.0329376,0.0303294,0.00874637,0.00974717,0.0897725,0.0691661,0.0146462,0.0163094,0.0195178,0.0256407,0.0107798,0.0209461,0.0113895,0.0101196,0.0101126,0.00730923,0.0116976,0.0108163,0.0245048,0.0266065,0.012116,0.0114646,0.00840935,0.00859652,0.0106486,0.0107215,0.00755092,0.0223473,0.0168571,0.00427969,0.00413121,0.0162446,0.0196399,0.0153899,0.0183416,0.0159257,0.0127151,0.0178787,0.00757737,0.0226803,0.0088813,0.0242034,0.0107263,0.00875305,0.009535,0.0116412,0.00409078,0.00735994,0.0136338,0.013881,0.00672032,0.0148252,0.0307335,0.106867,0.10128,0.0229058,0.030638,0.02231,0.0201341,0.027222,0.0347904,0.0315315,0.0140313,0.0428487,0.0225225,0.0331141,0.0336278,0.0379376,0.0222751,0.0313644,0.0157447,0.126827,0.0323859,0.0147399,0.0247556,0.0291228,0.126735,0.118811,0.0273426,0.0347314,0.0417424,0.0289077,0.0291713,0.00737267,0.0212072,0.0257155,0.0321404,0.0471403,0.0382308,0.125353,0.036872,0.0643306,0.0301878,0.05419,0.0707069,0.0966308,0.128721,0.127065,0.125426,0.037938,0.0343702,0.0261754
33,0.014586,0.0798481,0.0485428,0.0324236,0.0290733,0.0142806,0.0149263,0.0930685,0.0673073,0.0191422,0.0200732,0.0191002,0.0237665,0.0108947,0.0210128,0.0107315,0.00955702,0.0136886,0.0100994,0.0156476,0.0125251,0.0252579,0.0309514,0.0161064,0.0144593,0.0117284,0.00988822,0.0141098,0.0120663,0.00809973,0.0228959,0.0161169,0.0115007,0.0103432,0.016589,0.0234952,0.0199188,0.0215924,0.0151564,0.0155304,0.0210484,0.0113339,0.021876,0.0139044,0.0239638,0.0157381,0.0141496,0.0150817,0.0137124,0.00894435,0.0140287,0.012481,0.0120322,0.00981044,0.0178646,0.0312861,0.113448,0.110037,0.0222947,0.0282308,0.0217415,0.0208859,0.0251349,0.0326572,0.0223689,0.01166,0.0328841,0.018601,0.032526,0.0314039,0.0286236,0.0176492,0.0219999,0.0140218,0.137072,0.0304565,0.0133465,0.023723,0.0273731,0.13808,0.129594,0.0261365,0.032506,0.0395918,0.0269893,0.0278202,0.00621055,0.0213111,0.024956,0.0321035,0.0375319,0.029716,0.135076,0.0347608,0.06208,0.0303496,0.0458214,0.0686987,0.101586,0.138664,0.13709,0.13549,0.0361733,0.0318508,0.0256738
34,0.0200671,0.0725259,0.0472495,0.0291522,0.02515,0.0203323,0.0201111,0.0836317,0.0580418,0.0238834,0.0258958,0.0172165,0.02091,0.00935489,0.0201472,0.00957817,0.00934454,0.0170418,0.0125581,0.0196125,0.014822,0.0246561,0.0324652,0.0201798,0.0174218,0.014855,0.0118477,0.0209339,0.0123232,0.00824178,0.0223192,0.0147153,0.0183974,0.0170031,0.0162353,0.0235395,0.0220744,0.0218817,0.0139783,0.0184873,0.0237609,0.0181158,0.0195454,0.0189283,0.0250839,0.0207153,0.0198905,0.0211808,0.0189524,0.0165112,0.0217105,0.0110647,0.010951,0.0109657,0.0181276,0.0294789,0.10346,0.101327,0.0192882,0.0237566,0.0193355,0.020614,0.0200321,0.0268018,0.0142066,0.00964109,0.0234676,0.0159681,0.0294457,0.0249729,0.0202145,0.0127821,0.0136591,0.0141299,0.125333,0.0245659,0.0107193,0.0200201,0.0224963,0.128421,0.120825,0.0219384,0.0252929,0.0325262,0.020986,0.0232182,0.0038666,0.0186465,0.0232485,0.0305223,0.0276579,0.0212972,0.123269,0.0294543,0.0533599,0.0293333,0.0348582,0.0589759,0.0921627,0.126378,0.12574,0.124163,0.0300571,0.0246921,0.024415
35,0.0208923,0.0596397,0.0427541,0.0221021,0.0182441,0.0215325,0.0209838,0.0674122,0.0459633,0.0236298,0.0272736,0.0146224,0.0156868,0.0063997,0.0181742,0.00791879,0.00918266,0.0178637,0.0132839,0.0208722,0.0164063,0.0198729,0.0306993,0.0217399,0.0188012,0.0154479,0.0133861,0.0230292,0.0110179,0.00844751,0.0203095,0.0126581,0.0193549,0.0178778,0.0148148,0.0198766,0.0213265,0.0193863,0.0119936,0.019241,0.0236202,0.0199814,0.0157397,0.0204029,0.0266998,0.0221041,0.0212383,0.022185,0.0201745,0.018736,0.0237126,0.0111071,0.0127564,0.010236,0.0155479,0.0232245,0.0830787,0.0822809,0.0145204,0.0156696,0.0152326,0.0211705,0.0137082,0.0183475,0.00990009,0.00804674,0.01896,0.0162615,0.0216109,0.0169019,0.0163204,0.0108674,0.0100771,0.0153312,0.100324,0.0164324,0.00910012,0.0145681,0.0155923,0.105018,0.0993809,0.0158592,0.0158393,0.022471,0.013196,0.0162267,0.00284444,0.013861,0.0203543,0.0274336,0.0209957,0.0171692,0.0980815,0.0208117,0.0428435,0.0273606,0.025702,0.0464437,0.0745838,0.100035,0.101406,0.099089,0.021192,0.0149275,0.0187879
36,0.0186166,0.0443142,0.036194,0.0135692,0.0101928,0.0195132,0.0186871,0.0491375,0.0335389,0.0215054,0.0254184,0.0123354,0.0106586,0.00351611,0.0146697,0.00529313,0.00814549,0.0156027,0.0115703,0.0190037,0.0163702,0.0124846,0.0241477,0.0199097,0.0172165,0.01349,0.0137812,0.0220916,0.00730755,0.00751262,0.0167464,0.00948264,0.0175978,0.0156244,0.012116,0.0114021,0.016351,0.013096,0.00857901,0.0176091,0.0210171,0.0190329,0.0114316,0.0184789,0.0279041,0.0200263,0.0192644,0.0200635,0.0190236,0.0179784,0.022861,0.0135304,0.0169539,0.00720956,0.00970293,0.0150465,0.0591912,0.0594252,0.0108175,0.00776595,0.0111881,0.0228895,0.0098214,0.0111028,0.00762268,0.00695408,0.0176246,0.0166526,0.0124559,0.0119448,0.0148821,0.0114726,0.00924616,0.0154661,0.0715132,0.0103676,0.00963313,0.0104442,0.01053,0.0763612,0.0728757,0.0110079,0.00977321,0.0135389,0.00867894,0.0111008,0.00561955,0.00933291,0.0169321,0.0242291,0.017002,0.0158644,0.0689675,0.0114227,0.03195,0.0262374,0.0190552,0.0337614,0.0543708,0.0696406,0.0729907,0.0697508,0.0135263,0.00827397,0.0117604
37,0.0147641,0.0292146,0.0297627,0.00658797,0.0035,0.015964,0.0146997,0.0320816,0.0216724,0.0190349,0.022347,0.0111842,0.00941065,0.00513154,0.011176,0.00363595,0.00713185,0.0113005,0.00863057,0.0150443,0.0153613,0.00577284,0.0170432,0.0156943,0.0135471,0.0101767,0.0137187,0.0201556,0.00398381,0.00657715,0.0124708,0.00572557,0.0148888,0.0121242,0.00889767,0.00220273,0.0117876,0.00670253,0.00482149,0.0144558,0.0169522,0.0170929,0.00851125,0.0144146,0.0292517,0.0157907,0.0155152,0.016583,0.017123,0.0161102,0.020974,0.0171705,0.0215946,0.0076623,0.00381556,0.00828178,0.0373721,0.0380458,0.0100844,0.00626416,0.00924742,0.0247838,0.0103334,0.00820906,0.00427752,0.00734622,0.0155152,0.015675,0.00660408,0.0115689,0.0124318,0.0118583,0.00790153,0.0145383,0.0463672,0.00908446,0.0108538,0.00979206,0.00985412,0.0499892,0.0480363,0.00956902,0.00952397,0.00589601,0.00973399,0.0105075,0.00994379,0.00703409,0.0149159,0.0221903,0.013126,0.0145738,0.0434333,0.00445087,0.0211563,0.0262822,0.0128494,0.0218431,0.0355367,0.0431521,0.0477575,0.0438908,0.0085215,0.00930095,0.00841836
38,0.0101345,0.0149805,0.0238005,0.00525857,0.0048293,0.0114549,0.00958456,0.016477,0.010568,0.0159563,0.0202265,0.0125028,0.0136461,0.00955724,0.0104699,0.00424791,0.00540386,0.00608569,0.00520095,0.00916803,0.013064,0.00501783,0.0138368,0.00992395,0.00845662,0.00527248,0.0128088,0.0164941,0.00175192,0.00657999,0.00767187,0.00268587,0.00939088,0.00798298,0.00583193,0.00318688,0.00828847,0.00610019,0.00506743,0.0103519,0.0129915,0.0124395,0.00963216,0.0091224,0.0304855,0.00998395,0.0105405,0.0124112,0.0129647,0.0114765,0.015426,0.0209107,0.0259794,0.00785537,0.00517138,0.00325972,0.0195089,0.0195912,0.0120654,0.0108168,0.010218,0.0262882,0.0131051,0.00977771,0.0013458,0.0102402,0.0123429,0.0132967,0.00439768,0.0141446,0.00897668,0.0117556,0.00681671,0.013197,0.0249748,0.0113386,0.0116663,0.0117288,0.0120089,0.0268941,0.025978,0.0111605,0.0128506,0.00327018,0.0132937,0.0126752,0.0149315,0.00823292,0.013914,0.0204204,0.0102433,0.0142559,0.0215869,0.00454715,0.0105873,0.0263692,0.00704222,0.010728,0.0184419,0.0210387,0.0257008,0.0221168,0.00822191,0.0135587,0.00944884
39,0.00846796,0.003189,0.018845,0.0100762,0.0101906,0.00993351,0.00770117,0.00250308,0.00225799,0.0153294,0.0203506,0.0162444,0.0190049,0.0143381,0.0145787,0.0102268,0.00887529,0.00349978,0.0039595,0.00386795,0.0110827,0.0100751,0.0149356,0.00505496,0.00305688,0.00189476,0.0122141,0.0140379,0.00803337,0.00861161,0.00566137,0.00815589,0.00591601,0.00868063,0.00814301,0.0088137,0.00471636,0.0115353,0.0114162,0.00867772,0.0123384,0.00902817,0.0139567,0.00616302,0.0324399,0.00614837,0.00842057,0.0113005,0.0106781,0.00823084,0.00910259,0.0246073,0.0300118,0.00895944,0.0122553,0.00538761,0.0125831,0.0105674,0.015437,0.0156822,0.0132875,0.0281832,0.0165423,0.0126092,0.00524316,0.0142129,0.0083822,0.0100555,0.0066584,0.0188245,0.00531207,0.0114534,0.00732109,0.012484,0.0088008,0.0147551,0.0125188,0.0146622,0.0150477,0.0070404,0.00710659,0.0139993,0.0170902,0.00758395,0.0176798,0.0154285,0.0203727,0.0116701,0.0146137,0.0190197,0.00982091,0.0151303,0.00410146,0.0087931,0.00215717,0.0262495,0.00386272,0.00187179,0.00325045,0.00581234,0.00606699,0.00765584,0.0106278,0.0178397,0.0123939
